record_no,reported_hunt_year,model_target_year,source_class,species,sheep_type,hunt_code,selected_hunt_code,possible_hunt_codes,matched_hunt_name,matched_species,matched_unit_name,unit_crosswalk_status,unit_crosswalk_confidence,unit_crosswalk_method,unit_crosswalk_notes,database_match_status,location_of_kill,days_hunted,wound,hunter_satisfaction,horn_length_left_raw,horn_length_left_decimal,horn_length_right_raw,horn_length_right_decimal,base_circumference_left_raw,base_circumference_left_decimal,base_circumference_right_raw,base_circumference_right_decimal,age_of_sheep_raw,age_of_sheep_decimal,source_file,source_file_sha256,source_page,source_row_id,extraction_method,data_quality_flags,recommended_use
96,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,NW part of Newfoundland mtns,3,,4,23 3/8,23.375,23 2/8,23.25,12 7/8,12.875,13 4/8,13.5,5.5,5.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,96,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
97,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,North of Big pass,2,,5,32.75,32.75,29,29.0,15.25,15.25,15.25,15.25,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,97,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
98,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,,5,,3,30,30.0,28.5,28.5,15,15.0,14.5,14.5,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,98,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|BLANK_LOCATION|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
99,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Big Pass,1,,5,28 1/4,28.25,28 7/8,28.875,14 1/4,14.25,14 1/4,14.25,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,99,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
100,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Near Desert Peak,2,,4,23,23.0,24,24.0,13.5,13.5,13.25,13.25,8.5,8.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,100,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
101,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,north end,1,,5,27,27.0,27,27.0,13.5,13.5,13.5,13.5,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,101,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
102,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,big pass,2,,5,26,26.0,26,26.0,13,13.0,13,13.0,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,102,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
103,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Bear Top Mountain,4,,5,28 2/8,28.25,29 6/8,29.75,14 2/8,14.25,14,14.0,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,103,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
104,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Boats Tusk,1,,5,31.5,31.5,32,32.0,15,15.0,15,15.0,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,104,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
105,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6709,"RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Sheep Creek,17,,5,32 0/8,32.0,31 0/8,31.0,14 4/8,14.5,14 3/8,14.375,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,105,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
106,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6709,"RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Manella dump- 1 canyon S,10,,5,26.75,26.75,27,27.0,13.75,13.75,13.75,13.75,5.5,5.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,106,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
107,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6709,"RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Floyd Briggs Ranch,30,,5,28,28.0,27,27.0,13.25,13.25,13,13.0,5.5,5.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,107,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
108,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6709,"RS6709 North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,North Slope Summit/West Daggett area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Sandy,3,,5,26 2/8,26.25,26 1/8,26.125,13 3/8,13.375,13 6/8,13.75,4,4.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,108,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
109,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Price River,6,,5,33 1/2,33.5,34 1/2,34.5,15 3/4,15.75,15.5,15.5,9.5,9.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,109,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
110,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Price river,4,,5,31 6/8,31.75,34 3/8,34.375,15 2/8,15.25,15,15.0,7,7.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,110,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
111,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Lila Canyon,11,,5,31,31.0,32.375,32.375,14.5,14.5,14.625,14.625,8,8.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,111,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
112,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Jenny Canyon,9,,5,26,26.0,26.5,26.5,16,16.0,16,16.0,7,7.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,112,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
113,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Dry Canyon,12,,5,26 5/8,26.625,28 0/8,28.0,14 5/8,14.625,14 5/8,14.625,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,113,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
114,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,steer ridge,16,,5,36.625,36.625,36,36.0,16.325,16.325,16.75,16.75,9.5,9.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,114,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
115,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Dry creek,8,,5,27.25,27.25,30.25,30.25,14,14.0,14.25,14.25,9,9.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,115,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
116,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Elk Creek,1,,3,28.25,28.25,28.5,28.5,141/16,8.8125,14.25,14.25,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,116,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
117,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Cow Creek,1,,5,29 4/8,29.5,29 4/8,29.5,14 4/8,14.5,14 2/8,14.25,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,117,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
118,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,,,,,UNMATCHED,LOW,no_authoritative_name_match,Location text did not defensibly match a coded 2023 bighorn hunt name/unit.,NO_HUNT_CODE_IN_SOURCE,Devil's Den,11,1.0,5,29.5,29.5,29.5,29.5,14,14.0,14.25,14.25,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,118,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_UNMATCHED,bighorn measurement history only; do not use as quota or p_draw input
119,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Muskrat Canyon,5,,5,25 7/8,25.875,26 3/8,26.375,13 4/8,13.5,13 4/8,13.5,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,119,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
120,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,timpie,3,,4,28,28.0,28 1/8,28.125,14 1/8,14.125,13 7/8,13.875,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,120,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
121,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,muskrat canyon,2,,5,26,26.0,26.5,26.5,13.5,13.5,13.7,13.7,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,121,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
122,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,West side of Timpe,6,,5,28.75,28.75,28,28.0,13.25,13.25,13.25,13.25,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,122,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
123,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Canyon NE of Big Pass,12,1.0,5,21.875,21.875,23.25,23.25,12.375,12.375,12.375,12.375,11,11.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,123,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
124,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,North side of desert peak,10,,5,27,27.0,26.5,26.5,13.5,13.5,13.5,13.5,6.5,6.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,124,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
125,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6703|RS6704|RS6722,"RS6703 Box Elder, Newfoundland Mtn; RS6704 Box Elder, Newfoundland Mtn; RS6722 Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,"Newfoundland Mountain unit has multiple coded hunts, including archery.",NO_HUNT_CODE_IN_SOURCE,Southeast of Big Pass,10,1.0,5,24.75,24.75,22.5,22.5,13,13.0,12.625,12.625,4.5,4.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,125,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
126,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,"Above Alpine, Ut",8,,5,34.5,34.5,35,35.0,14.5,14.5,14.5,14.5,7.5,7.5,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,126,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
127,2023,2024,harvest_measurements,Bighorn Sheep,BIGHORN_SHEEP_UNSPECIFIED,,,RS6724,"RS6724 Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",POSSIBLE_MATCH,MEDIUM,normalized_location_keyword,Wasatch Mountains West/Timpanogos area/location; review before selected-code promotion.,NO_HUNT_CODE_IN_SOURCE,Timpanogas,1,,5,39.5,39.5,36.625,36.625,15.375,15.375,15.375,15.375,10,10.0,61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf,09db24334e9a2aeeb67b4f41a4d0afb4a9106b504da6f974a28219d845357bfc,3,127,pdfplumber_table,NO_HUNT_CODE_IN_SOURCE|INDIVIDUAL_MEASUREMENT_RECORD|LOCATION_CROSSWALK_POSSIBLE_MATCH,bighorn measurement history only; do not use as quota or p_draw input
