hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,dwr_huntplanner_source_url,dwr_huntplanner_source_retrieved_at,dwr_huntplanner_management_stats_available,dwr_huntplanner_season_date_text,dwr_huntplanner_permits_2026_res,dwr_huntplanner_permits_2026_nr,dwr_huntplanner_permits_2026_total,dwr_huntplanner_percent_harvest_success_previous_hunting_season,dwr_huntplanner_current_age_3yr_average,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate
DB1341,908,Dry Creek CWMU,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,1,,1,0,1,189,204,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1341,2026-05-29T07:31:31.653Z,true,Contact Operator for 2026 season dates,1,0,0,100,,,,
DA1049,909,"Vernal, Ashley Valley",Antlerless,Deer,Archery,General Season,Antlerless,Aug 15 2026 - Dec 11 2026,,,35,,,,,,,,,34,1,35,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1049,2026-05-29T07:31:31.653Z,true,Aug 16 2025 - Dec 12 2025,0,0,35,22.6,,,,
DA1048,910,Fillmore City,Antlerless,Deer,Archery,General Season,Antlerless,Aug 01 2026 - Sept 04 2026,,,15,,,,,,,,,15,0,15,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DA1048,2026-05-29T07:31:31.653Z,true,Aug 01 2025 - Sep 04 2025,0,0,15,60,,,9600 (entire Fillmore unit),8000 (entire Fillmore unit)
PB5345,918,Green River Flat CWMU,Buck,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,2,,2,0,2,495,586,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PB5345,2026-05-29T07:31:31.653Z,true,Contact operator for 2026 season dates,2,0,0,100,,,,
PD1053,918,Green River Flat CWMU,Doe,Pronghorn,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,6,,,,,,,,,6,0,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=PD1053,2026-05-29T07:31:31.653Z,false,Contact operator for 2025 season dates,6,0,0,,,,,
EA1265,920,"Wasatch Mtns, Tabby Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Dec 19 2026 - Dec 27 2026,90,10,100,,,,,,,,,90,10,100,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,90,10,100,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1265,2026-05-29T07:31:31.653Z,true,Dec 20 2025 - Dec 30 2025,90,10,100,54.4,,,,
EA1264,921,"Wasatch Mtns, Rabbit Gulch",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Jan 16 2027 - Jan 24 2027,45,5,50,,,,,,,,,45,4,49,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1264,2026-05-29T07:31:31.653Z,true,Jan 17 2026 - Jan 25 2026,45,5,50,36.3,,,,
DB1351,923,The Dirty Dozen,Buck,Deer,Any Legal Weapon,CWMU,CWMU,Contact Operator for 2026 season dates,,,2,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1351,2026-05-29T07:31:31.653Z,false,Contact Operator for 2026 season dates,2,0,0,,,,,
EA1259,923,Diamond Mountain CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2025 season dates,,,2,,,,,,,,,2,0,2,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1259,2026-05-29T07:31:31.653Z,true,Contact operator for 2025 season dates,2,0,0,100,,,,
EB3620,923,The Dirty Dozen,Bull,Elk,Any Legal Weapon,CWMU,CWMU,Contact operator for 2026 season dates,,,1,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,,,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB3620,2026-05-29T07:31:31.653Z,false,Contact operator for 2026 season dates,1,0,0,,,,,
EA1269,924,Ogden (excludes Hyrum),Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Dec 01 2026 - Dec 31 2026,180,20,200,,,,,,,,,191,5,196,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,180,20,200,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA1269,2026-05-29T07:31:31.653Z,true,Dec 01 2025 - Dec 31 2025,180,20,200,40.5,,,2000,2200
DB1114,925,Cedar/Stansbury,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,5,1,6,,5,1,6,77,92,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,5,1,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1114,2026-05-29T07:31:31.653Z,false,Oct 28 2026 - Nov 05 2026,5,1,6,,,,,
DB1623,925,Cedar/Stansbury,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,250,,,,,,,,,151,14,165,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,250,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1623,2026-05-29T07:31:31.653Z,false,Aug 15 2026 - Sept 11 2026,0,0,250,,,,,
DB1624,925,Cedar/Stansbury,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,250,,,,,,,,,161,16,177,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,250,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1624,2026-05-29T07:31:31.653Z,false,Sept 23 2026 - Oct 01 2026,0,0,250,,,,,
DB1625,925,Cedar/Stansbury,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,750,,,,,,,,,580,58,638,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,750,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1625,2026-05-29T07:31:31.653Z,false,Oct 17 2026 - Oct 25 2026,0,0,750,,,,,
DB1804,925,Cedar/Stansbury,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,42,,,,,,,,,48,2,50,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,42,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1804,2026-05-29T07:31:31.653Z,false,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,42,,,,,
LO1623,925,Cedar/Stansbury,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1623,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1624,925,Cedar/Stansbury,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1624,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1625,925,Cedar/Stansbury,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1625,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
DB1112,926,"West Desert, Swasey",Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,,4,1,5,75,90,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1112,2026-05-29T07:31:31.653Z,false,Oct 28 2026 - Nov 05 2026,4,1,5,,,,,
DB1617,926,"West Desert, Swasey",Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,80,,,,,,,,,59,7,66,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1617,2026-05-29T07:31:31.653Z,false,Aug 15 2026 - Sept 11 2026,0,0,80,,,,,
DB1618,926,"West Desert, Swasey",Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,80,,,,,,,,,57,7,64,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1618,2026-05-29T07:31:31.653Z,false,Sept 23 2026 - Oct 01 2026,0,0,80,,,,,
DB1619,926,"West Desert, Swasey",Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,240,,,,,,,,,207,20,227,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,240,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1619,2026-05-29T07:31:31.653Z,false,Oct 17 2026 - Oct 25 2026,0,0,240,,,,,
DB1806,926,"West Desert, Swasey",Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,36,,,,,,,,,18,0,18,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,36,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1806,2026-05-29T07:31:31.653Z,false,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,36,,,,,
LO1617,926,"West Desert, Swasey",Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1617,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1618,926,"West Desert, Swasey",Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1618,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1619,926,"West Desert, Swasey",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1619,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
DB1113,927,Oquirrh/Tintic,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,,11,1,12,76,91,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,11,1,12,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1113,2026-05-29T07:31:31.653Z,false,Oct 28 2026 - Nov 05 2026,10,1,11,,,,,
DB1620,927,Oquirrh/Tintic,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,450,,,,,,,,,349,12,361,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,450,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1620,2026-05-29T07:31:31.653Z,false,Aug 15 2026 - Sept 11 2026,0,0,450,,,,,
DB1621,927,Oquirrh/Tintic,Buck,Deer,Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,450,,,,,,,,,339,3,342,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,450,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1621,2026-05-29T07:31:31.653Z,false,Sept 23 2026 - Oct 01 2026,0,0,450,,,,,
DB1622,927,Oquirrh/Tintic,Buck,Deer,Any Legal Weapon (Late),General Season,General Season,Oct 17 2026 - Oct 25 2026,,,1350,,,,,,,,,1329,58,1387,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,1350,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1622,2026-05-29T07:31:31.653Z,false,Oct 17 2026 - Oct 25 2026,0,0,1350,,,,,
DB1805,927,Oquirrh/Tintic,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,65,,,,,,,,,154,3,157,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,65,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1805,2026-05-29T07:31:31.653Z,false,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,0,0,65,,,,,
LO1620,927,Oquirrh/Tintic,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1620,2026-05-29T07:31:31.653Z,false,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1621,927,Oquirrh/Tintic,Buck,Deer,Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1621,2026-05-29T07:31:31.653Z,false,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
LO1622,927,Oquirrh/Tintic,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1622,2026-05-29T07:31:31.653Z,false,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,0,0,0,,,,,
DB1115,928,Little Rockies,Buck,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,,4,1,5,78,93,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1115,2026-05-29T07:31:31.653Z,false,Nov 07 2026 - Nov 30 2026,4,1,5,,,,,
DB1116,929,HAMSS,Buck,Deer,"San Juan, Mancos Mesa",Limited Entry,Limited Entry,Nov 07 2026 - Nov 30 2026,4,1,5,,4,1,5,79,94,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1116,2026-05-29T07:31:31.653Z,false,Nov 07 2026 - Nov 30 2026,4,1,5,,,,,
DB1119,930,Moab Valley,Buck,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Nov 07 2026 - Nov 22 2026,9,1,10,,9,1,10,80,95,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1119,2026-05-29T07:31:31.653Z,false,Nov 07 2026 - Nov 22 2026,9,1,10,,,,,
EB1012,931,Uinta Basin Private Lands Any Bull Elk,Bull,Elk,Any Legal Weapon,General Season - Any Bull,General Bull,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,,,500,,,,,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,500,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_TOTAL_ONLY,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EB1012,2026-05-29T07:31:31.653Z,false,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,0,0,500,,,,,
