hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,required_surface_status,missing_required_surfaces,optional_predictive_status,missing_optional_surfaces,in_DATABASE,in_hunt_master_enriched,in_hunt_unit_reference_linked,in_point_ladder_view,in_draw_reality_engine,in_draw_reality_engine_predictive_v2
PB5050,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Riverbed",PASS,,PASS,,true,true,true,true,true,true
PB5051,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Rush Valley",PASS,,PASS,,true,true,true,true,true,true
PB5052,64,BUCK_PRONGHORN_OR_BULL_MOOSE_HUNT_TABLES,Pronghorn,"West Desert, Snake Valley",PASS,,PASS,,true,true,true,true,true,true
PB5053,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Range Creek",PASS,,PASS,,true,true,true,true,true,true
PB5054,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",PASS,,PASS,,true,true,true,true,true,true
PB5055,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, Desert",PASS,,PASS,,true,true,true,true,true,true
PB5056,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"San Rafael, North",PASS,,PASS,,true,true,true,true,true,true
PB5059,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Nine Mile, Anthro-Myton Bench",PASS,,PASS,,true,true,true,true,true,true
PB5060,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Diamond Mtn/Bonanza,PASS,,PASS,,true,true,true,true,true,true
PB5061,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Panguitch Lake/Zion, North",PASS,,PASS,,true,true,true,true,true,true
PB5062,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Pine Valley,PASS,,PASS,,true,true,true,true,true,true
PB5065,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Fillmore, Oak Creek South",PASS,,PASS,,true,true,true,true,true,true
PB5066,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"North Slope, Three Corners/West Daggett",PASS,,PASS,,true,true,true,true,true,true
PB5072,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Vernal,PASS,,PASS,,true,true,true,true,true,true
PB5073,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Vernal PB5017 Aug. 15-Sept. 11 Cache, Rich",PASS,,PASS,,true,true,true,true,true,true
PB5074,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Cache, Rich",PASS,,PASS,,true,true,true,true,true,true
PB5075,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Cache, Rich",PASS,,PASS,,true,true,true,true,true,true
PB5076,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,PASS,,PASS,,true,true,true,true,true,true
PB5077,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,PASS,,PASS,,true,true,true,true,true,true
PB5078,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Parker Mtn,PASS,,PASS,,true,true,true,true,true,true
PB5079,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, West",PASS,,PASS,,true,true,true,true,true,true
PB5080,62,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,"Box Elder, Snowville",PASS,,PASS,,true,true,true,true,true,true
PB5300,77,CWMU_HUNT_TABLES,Pronghorn,Antelope Creek,PASS,,PASS,,true,true,true,true,true,true
PB5302,77,CWMU_HUNT_TABLES,Pronghorn,Deseret,PASS,,PASS,,true,true,true,true,true,true
PB5305,77,CWMU_HUNT_TABLES,Pronghorn,Park Valley,PASS,,PASS,,true,true,true,true,true,true
PB5306,77,CWMU_HUNT_TABLES,Pronghorn,Rabbit Creek,PASS,,PASS,,true,true,true,true,true,true
PB5309,77,CWMU_HUNT_TABLES,Pronghorn,Skull Valley South,PASS,,PASS,,true,true,true,true,true,true
PB5311,77,CWMU_HUNT_TABLES,Pronghorn,The Rose of Snowville,PASS,,PASS,,true,true,true,true,true,true
PB5312,77,CWMU_HUNT_TABLES,Pronghorn,TL Bar Ranch,PASS,,PASS,,true,true,true,true,true,true
PB5314,77,CWMU_HUNT_TABLES,Pronghorn,Westlake,PASS,,PASS,,true,true,true,true,true,true
PB5315,77,CWMU_HUNT_TABLES,Pronghorn,Zane,PASS,,PASS,,true,true,true,true,true,true
PB5325,77,CWMU_HUNT_TABLES,Pronghorn,Allen Ranch,PASS,,PASS,,true,true,true,true,true,true
PB5326,77,CWMU_HUNT_TABLES,Pronghorn,Cedar Springs,PASS,,PASS,,true,true,true,true,true,true
PB5327,77,CWMU_HUNT_TABLES,Pronghorn,Cottonwood Ridge,PASS,,PASS,,true,true,true,true,true,true
PB5328,77,CWMU_HUNT_TABLES,Pronghorn,Pahvant Ensign,PASS,,PASS,,true,true,true,true,true,true
PB5329,77,CWMU_HUNT_TABLES,Pronghorn,Snowville Flat,PASS,,PASS,,true,true,true,true,true,true
PB5330,77,CWMU_HUNT_TABLES,Pronghorn,George Creek,PASS,,PASS,,true,true,true,true,true,true
PB5331,63,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Mt Dutton/Paunsaugunt,PASS,,PASS,,true,true,true,true,true,true
PB5332,61,BUCK_PRONGHORN_HUNT_TABLES,Pronghorn,Mt Dutton/Paunsaugunt,PASS,,PASS,,true,true,true,true,true,true
PB5337,77,CWMU_HUNT_TABLES,Pronghorn,Heist,PASS,,PASS,,true,true,true,true,true,true
PB5338,77,CWMU_HUNT_TABLES,Pronghorn,Castle Valley Outdoors,PASS,,PASS,,true,true,true,true,true,true
PB5339,77,CWMU_HUNT_TABLES,Pronghorn,Iron Spring,PASS,,PASS,,true,true,true,true,true,true
PB5342,77,CWMU_HUNT_TABLES,Pronghorn,Salt Wells,PASS,,PASS,,true,true,true,true,true,true
PB5345,77,CWMU_HUNT_TABLES,Pronghorn,Green River Flat,PASS,,PASS,,true,true,true,true,true,true
PB5346,77,CWMU_HUNT_TABLES,Pronghorn,Junction Valley,PASS,,PASS,,true,true,true,true,true,true
RS0001,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Rocky Mountain Bighorn Sheep,Rocky Mountain bighorn sheep Any legal weapon:,PASS,,PASS,,true,true,true,true,true,true
RS6700,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,Antelope Island,PASS,,PASS,,true,true,true,true,true,true
RS6701,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",PASS,,PASS,,true,true,true,true,true,true
RS6703,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",PASS,,PASS,,true,true,true,true,true,true
RS6704,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",PASS,,PASS,,true,true,true,true,true,true
RS6708,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"North Slope, Three Corners",PASS,,PASS,,true,true,true,true,true,true
RS6709,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",PASS,,PASS,,true,true,true,true,true,true
RS6712,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",PASS,,PASS,,true,true,true,true,true,true
RS6713,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Nine Mile, Jack Creek",PASS,,PASS,,true,true,true,true,true,true
RS6720,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",PASS,,PASS,,true,true,true,true,true,true
RS6721,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Oquirrh-Stansbury, West",PASS,,PASS,,true,true,true,true,true,true
RS6722,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",PASS,,PASS,,true,true,true,true,true,true
RS6724,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",PASS,,PASS,,true,true,true,true,true,true
RS6725,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,Nebo,PASS,,PASS,,true,true,true,true,true,true
RS6726,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",PASS,,PASS,,true,true,true,true,true,true
RS6727,67,BIGHORN_SHEEP_HUNT_TABLES,Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",PASS,,PASS,,true,true,true,true,true,true
TK0001,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Turkey,Bearded turkey (2-bird permit) Any legal weapon: April 1-,PASS,,PASS,,true,true,true,true,true,true
