hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,huntCode,code,title,unitName,unitCode,boundaryId,boundary_id_numeric,boundary_token,resolvedBoundaryIds,permits_2026_source,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,NOTES,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EA2019,116,"West Desert, Tintic Valley",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,60,,,,50,15,30,13.7,2.8,Private,,,60,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2019,EA2019,"West Desert, Tintic Valley","West Desert, Tintic Valley",116,116,116,116,"[""116""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,60,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2020,635,Zion,Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,320,,,,245,67,27.3,13.4,2.9,Private,,,320,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2020,EA2020,Zion,Zion,635,635,635,635,"[""635""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,320,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2021,685,"Beaver, East",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,30,,,,14,3,21.4,5.8,3.6,Private,,,30,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2021,EA2021,"Beaver, East","Beaver, East",685,685,685,685,"[""685""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2026,18,"Box Elder, Hansel Mtn",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,200,,,,72,28,38.9,6.1,3.4,Private,,,200,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2026,EA2026,"Box Elder, Hansel Mtn","Box Elder, Hansel Mtn",18,18,18,18,"[""18""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2027,29,Cache,Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,300,,,,225,59,26.2,8.1,3.5,Private,,,250,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2027,EA2027,Cache,Cache,29,29,29,29,"[""29""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2028,614,Vernal/Bonanza,Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,450,,,,198,84,42.4,5.5,3.2,Private,,,450,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2028,EA2028,Vernal/Bonanza,Vernal/Bonanza,614,614,614,614,"[""614""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,450,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2029,277,"Nine Mile, Range Creek",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,150,,,,75,26,34.7,7.2,3.6,Private,,,150,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2029,EA2029,"Nine Mile, Range Creek","Nine Mile, Range Creek",277,277,277,277,"[""277""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2030,206,Diamond Mtn,Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,200,,,,175,94,53.7,4.8,4,Private,,,200,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2030,EA2030,Diamond Mtn,Diamond Mtn,206,206,206,206,"[""206""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,200,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2039,88,"Fillmore, Pahvant",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,150,,,,90,23,25.6,11.7,3.2,Private,,,150,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2039,EA2039,"Fillmore, Pahvant","Fillmore, Pahvant",88,88,88,88,"[""88""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2040,611,Kamas,Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,150,,,,53,29,54.7,7.4,3.7,Private,,,150,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2040,EA2040,Kamas,Kamas,611,611,611,611,"[""611""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EA2046,868,"Box Elder, Sawtooth",Elk,Private Lands Only,Private Lands Only,Allocation,Any Legal Weapon,Antlerless,FALSE,STANDARD,Aug 01 2026 - Jan 31 2027,,,25,,,,10,0,0,3,3,Private,,,50,TOTAL_ONLY,TOTAL_ONLY,2026 RAC current-year allotment,,TRUE,FALSE,FALSE,antlerless elk.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,Utah DWR Hunt Planner,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,EA2046,EA2046,"Box Elder, Sawtooth","Box Elder, Sawtooth",868,868,868,868,"[""868""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,,,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EB1000,5119,Elk - Statewide Permit,Elk,Statewide Permit,Statewide,Sportsman,Any Legal Weapon,Bull,FALSE,STANDARD,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,,,,,2,2,100,26,5,Public,,,15,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,BULL ELK DATABASE.csv,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,EB1000,EB1000,Elk - Statewide Permit,Elk - Statewide Permit,900010,900010,900010,SW_ELK_2026,"[""12"", ""18"", ""29"", ""33"", ""36"", ""38"", ""39"", ""40"", ""41"", ""43"", ""45"", ""47"", ""49"", ""51"", ""55"", ""58"", ""69"", ""85"", ""86"", ""88"", ""96"", ""104"", ""107"", ""108"", ""116"", ""117"", ""122"", ""128"", ""129"", ""132"", ""134"", ""135"", ""138"", ""140"", ""142"", ""163"", ""172"", ""175"", ""183"", ""194"", ""206"", ""222"", ""224"", ""225"", ""227"", ""234"", ""238"", ""240"", ""241"", ""276"", ""277"", ""438"", ""448"", ""449"", ""480"", ""484"", ""485"", ""490"", ""491"", ""492"", ""493"", ""505"", ""516"", ""517"", ""520"", ""521"", ""522"", ""524"", ""525"", ""526"", ""527"", ""529"", ""530"", ""531"", ""535"", ""539"", ""540"", ""541"", ""542"", ""543"", ""546"", ""547"", ""548"", ""549"", ""550"", ""551"", ""552"", ""553"", ""554"", ""555"", ""556"", ""560"", ""562"", ""567"", ""568"", ""569"", ""571"", ""573"", ""575"", ""576"", ""577"", ""578"", ""579"", ""580"", ""582"", ""586"", ""589"", ""599"", ""609"", ""611"", ""613"", ""614"", ""616"", ""617"", ""620"", ""625"", ""629"", ""630"", ""633"", ""634"", ""635"", ""636"", ""640"", ""682"", ""684"", ""685"", ""695"", ""697"", ""698"", ""699"", ""710"", ""732"", ""734"", ""735"", ""736"", ""740"", ""805"", ""808"", ""814"", ""817"", ""826"", ""828"", ""838"", ""858"", ""861"", ""862"", ""867"", ""868"", ""869"", ""871"", ""872"", ""874"", ""879"", ""880"", ""893"", ""899"", ""901"", ""920"", ""921"", ""923"", ""924"", ""931"", ""938"", ""939"", ""941""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MA1009,560,Causey Spring CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Antlerless,FALSE,STANDARD,Contact Operator for 2025 season dates,1,0,1,,2025_DRAW_RESULTS_TABLES,,1,1,100,1,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,cow moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,MA1009,MA1009,Causey Spring CWMU,Causey Spring CWMU,560,560,560,560,"[""560""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MA1010,568,Deseret CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Antlerless,FALSE,STANDARD,Contact Operator for 2025 season dates,2,0,2,,2025_DRAW_RESULTS_TABLES,,3,3,100,2,5,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,TRUE,cow moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,MA1010,MA1010,Deseret CWMU,Deseret CWMU,568,568,568,568,"[""568""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6201,561,Beaver Hollow CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,,,,,,,,,,,,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,,,,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,MB6201,MB6201,Beaver Hollow CWMU,Beaver Hollow CWMU,561,561,561,561,"[""561""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6202,560,Causey Spring CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,4,4,100,1.7,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,512,478,Bonus Point Draw Results,2,MB6202,MB6202,Causey Spring CWMU,Causey Spring CWMU,560,560,560,560,"[""560""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6206,568,Deseret CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,3,3,100,3.3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,513,479,Bonus Point Draw Results,1,MB6206,MB6206,Deseret CWMU,Deseret CWMU,568,568,568,568,"[""568""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6208,520,East Fork Chalk Creek CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,5,100,4.3,5,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,515,481,Bonus Point Draw Results,2,MB6208,MB6208,East Fork Chalk Creek CWMU,East Fork Chalk Creek CWMU,520,520,520,520,"[""520""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6211,525,Grass Valley/Clark Canyon CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,3,0,3,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,8,8,100,1.8,4.8,CWMU,4,0,4,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,3,0,517,483,Bonus Point Draw Results,3,MB6211,MB6211,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon CWMU,525,525,525,525,"[""525""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6219,578,Skull Crack CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,5,100,2.3,5,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,519,485,Bonus Point Draw Results,2,MB6219,MB6219,Skull Crack CWMU,Skull Crack CWMU,578,578,578,578,"[""578""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6222,562,Strawberry Ridge CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,3,3,100,2.7,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,521,487,Bonus Point Draw Results,2,MB6222,MB6222,Strawberry Ridge CWMU,Strawberry Ridge CWMU,562,562,562,562,"[""562""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6251,577,Hardscrabble CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,2,100,5.5,4.5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,526,492,Bonus Point Draw Results,1,MB6251,MB6251,Hardscrabble CWMU,Hardscrabble CWMU,577,577,577,577,"[""577""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6256,571,Woodruff Creek South CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,4,4,100,4.3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,528,494,Bonus Point Draw Results,2,MB6256,MB6256,Woodruff Creek South CWMU,Woodruff Creek South CWMU,571,571,571,571,"[""571""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6258,580,Jacob's Creek CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,2,100,2.5,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,530,496,Bonus Point Draw Results,1,MB6258,MB6258,Jacob's Creek CWMU,Jacob's Creek CWMU,580,580,580,580,"[""580""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6262,589,Junction Valley CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,2,100,3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,532,498,Bonus Point Draw Results,1,MB6262,MB6262,Junction Valley CWMU,Junction Valley CWMU,589,589,589,589,"[""589""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6265,556,Little Pole Canyon CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,,,,,,,,,,,,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,,,,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,,,,,,,MB6265,MB6265,Little Pole Canyon CWMU,Little Pole Canyon CWMU,556,556,556,556,"[""556""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MB6266,524,Weber Florence Creek/Stillman Creek CWMU,Moose,CWMU,CWMU,CWMU,Any Legal Weapon,Bull,FALSE,STANDARD,Contact Operator for 2026 season dates,3,0,3,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,8,8,100,4,4.8,CWMU,3,0,3,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,FALSE,FALSE,bull moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,3,0,533,499,Bonus Point Draw Results,3,MB6266,MB6266,Weber Florence Creek/Stillman Creek CWMU,Weber Florence Creek/Stillman Creek CWMU,524,524,524,524,"[""524""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
MA1005,117,Morgan-South Rich,Moose,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Sept 19 2026 - Oct 18 2026,6,1,7,,2025_DRAW_RESULTS_TABLES,,8,3,37.5,3.6,3.1,Public,6,1,7,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,cow moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,MA1005,MA1005,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
MA1008,937,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,General Season,General Season,General,Any Legal Weapon,Antlerless,FALSE,STANDARD,Sept 19 2026 - Oct 18 2026,4,1,5,,2025_DRAW_RESULTS_TABLES,,5,5,100,4,4.4,Public,4,1,5,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,cow moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,MA1008,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos","Wasatch Mtns, Salt Lake-Timpanogos",937,937,937,937,"[""937""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
MA1007,117,Morgan-South Rich,Moose,General Season,General Season,General,Archery,Antlerless,FALSE,STANDARD,Aug 01 2026 - Sept 18 2026,3,0,3,,2025_DRAW_RESULTS_TABLES,,2,2,100,8,3,Public,3,0,3,FULL_SPLIT,FULL_SPLIT,2026 RAC current-year allotment,,TRUE,FALSE,TRUE,cow moose.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,official_uploaded_source,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,,,,,,,MA1007,MA1007,Morgan-South Rich,Morgan-South Rich,117,117,117,117,"[""117""]",2026_RAC_CURRENT_YEAR_ALLOTMENT,,,,,,,,,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT
