hunt_code,hunt_name,species,reported_hunt_years,classification,active_2026_database,row_count
EA1241,Panguitch Lake,Antlerless Elk,2021,HARVEST_ONLY_CODE,NO,1
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA1244,Yellowstone,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA1245,Yellowstone,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA1246,Wasatch Mtns,Antlerless Elk,2022,HARVEST_ONLY_CODE,NO,1
EA1250,"North Slope, West Daggett",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EA1251,"Southwest Desert, Burbank/Garrison",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EA1252,"Southwest Desert, Burbank/Garrison",Antlerless Elk,2022|2023|2024,HARVEST_ONLY_CODE,NO,3
EA1253,"Southwest Desert, Desert Experimental Range Any Legal Weapon 5 5 1 2",Antlerless Elk,2022|2023,HARVEST_ONLY_CODE,NO,2
EA1254,Pine Valley,Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EA1255,5S,CWMU Antlerless Elk,2022|2023,SPECIAL_PERMIT_OVERLAY,NO,2
EA1256,Little Pole Canyon,Elk,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
EA1257,Tunnel Hollow,Elk,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,YES,3
EA1258,La Sal,Antlerless Elk,2023,SPECIAL_PERMIT_OVERLAY,YES,1
EA1259,Diamond Mountain CWMU,Elk,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,3
EA1260,Blackhawk,Elk,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,3
EA1261,West Ridge,Elk,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,3
EA1263,Weber Florence Creek/Stillman Creek,Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1266,"Box Elder, Hansel Mtn",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1267,Cache,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1268,"North Slope, Summit",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1269,Ogden (excludes Hyrum),Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA1270,Manti,Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EA1271,Fishlake,Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EA1272,"East Canyon, East",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1273,"North Slope, Three Corners",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1274,"North Slope, Three Corners",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1277,"North Slope, Three Corners",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1278,Ferron-Nelson Mtn,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1279,Ferron-Nelson Mtn,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1280,"La Sal Mtns, North",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1281,"Mt Dutton, Deep Creek",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1282,"Ogden, North",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1283,Panguitch Lake,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1284,Panguitch Lake,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1285,Panguitch Lake,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA1286,Monroe,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EA2000,Antlerless Elk Control,Elk,2023|2025,ACTIVE_2026_DATABASE_CODE,YES,2
EA2001,Ogden,Private-Lands Only Antlerless Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EA2002,Morgan-South Rich,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2003,East Canyon,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2004,Chalk Creek,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2005,"North Slope, West Daggett",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2006,Yellowstone,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2009,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2010,San Juan,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2011,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2012,"Wasatch Mtns, West",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2013,"Wasatch Mtns, Currant Creek",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2015,Paunsaugunt,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2016,Nebo,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2017,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2018,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2019,"West Desert, Tintic Valley",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2020,Zion,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2021,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2026,"Box Elder, Hansel Mtn",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2027,Cache,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2028,Vernal/Bonanza,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2029,"Nine Mile, Range Creek",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2030,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EA2031,"Plateau, Fishlake/Thousand Lakes",Antlerless Elk,2021,HARVEST_ONLY_CODE,NO,1
EA2032,Fillmore,Antlerless Elk,2021,HARVEST_ONLY_CODE,NO,1
EA2033,Kamas,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2034,"Nine Mile, Anthro",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2035,Ogden,Antlerless Elk,2023,HARVEST_ONLY_CODE,NO,1
EA2036,"Oquirrh-Stansbury, East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2037,Yellowstone,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2038,Wasatch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2039,"Fillmore, Pahvant",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2040,Kamas,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EA2041,Cache,Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EA2042,Fishlake|Thousand Lakes,Elk,2025,SPECIAL_PERMIT_OVERLAY,NO,1
EA2045,Wasatch Mtns (Conservation),Elk,2025,SPECIAL_PERMIT_OVERLAY,YES,1
EA2046,"Box Elder, Sawtooth",Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1000,Elk - Statewide Permit,Elk,2022|2025,SPECIAL_PERMIT_OVERLAY,YES,2
EB1001,Any Bull Elk Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1002,Any Bull Elk Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1003,Spike Only Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1004,Spike Only Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1005,Archery Bull Elk on Any Bull Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1007,Draw-only Youth Any Bull/Hunter's Choice Elk,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1009,Spike Only Elk Units - Multiseason,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1010,Any Bull Elk Units,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1011,Youth General Season Bull Elk,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,2025,ACTIVE_2026_DATABASE_CODE,YES,1
EB3000,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3001,"Book Cliffs, Bitter Creek/South",Elk,2021|2022|2024,HARVEST_ONLY_CODE,NO,3
EB3002,"Book Cliffs, Little Creek Roadless",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3003,"Cache, Meadowville",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3005,"Cache, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3006,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3007,"Central Mtns, Nebo",Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3008,"Fillmore, Pahvant",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3009,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3010,Monroe,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3011,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3013,"North Slope, Three Corners",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3015,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3016,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3018,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3019,San Juan Bull Elk,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3020,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3022,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3024,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3025,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3026,"Book Cliffs, Bitter Creek/South",Elk,2021|2022|2024,HARVEST_ONLY_CODE,NO,3
EB3027,"Book Cliffs, Bitter Creek/South",Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3028,"Book Cliffs, Little Creek Roadless",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3031,"Box Elder, Pilot Mtn",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3032,"Cache, Meadowville",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3033,"Cache, Meadowville",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3036,"Cache, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3037,"Cache, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3038,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3039,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3040,Nebo,Elk,2021|2022|2024,HARVEST_ONLY_CODE,NO,3
EB3041,"Central Mtns, Nebo",Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3042,"Fillmore, Pahvant",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3043,"Fillmore, Pahvant",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3044,Dolores Triangle,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3045,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3046,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3047,Monroe,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3048,Monroe,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3049,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3050,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3053,"North Slope, Three Corners",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3056,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3057,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3058,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3059,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3060,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3063,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3064,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3065,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3066,San Juan Bull Elk,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3067,San Juan Bull Elk,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3068,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3069,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3072,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3073,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3077,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3078,"Book Cliffs, Bitter Creek/South",Elk,2021|2022|2024,HARVEST_ONLY_CODE,NO,3
EB3079,"Book Cliffs, Little Creek Roadless",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3081,"Cache, Meadowville",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3083,"Cache, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3084,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3085,"Central Mtns, Nebo",Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3086,"Fillmore, Pahvant",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3087,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3088,Monroe,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3089,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3091,"North Slope, Three Corners",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3093,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3094,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3096,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3097,San Juan Bull Elk,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3098,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3100,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3102,"Beaver, East",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3103,"Book Cliffs, Bitter Creek/South",Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3104,"Book Cliffs, Little Creek Roadless",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3105,"Cache, Meadowville",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3107,"Cache, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3108,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3109,Nebo,Elk,2021|2022|2024,HARVEST_ONLY_CODE,NO,3
EB3110,"Fillmore, Pahvant",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3111,La Sal Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3112,Monroe,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3113,Mt Dutton,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3115,"North Slope, Three Corners",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3117,Panguitch Lake,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3118,Paunsaugunt,Limited Entry Bull Elk,2021|2022,HARVEST_ONLY_CODE,NO,2
EB3120,Fishlake/Thousand Lakes,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3121,San Juan Bull Elk,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3122,Diamond Mtn,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3124,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3126,Manti,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3127,Wasatch Mtns,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3128,"Box Elder, Grouse Creek",Elk,2022|2025,SPECIAL_PERMIT_OVERLAY,YES,2
EB3130,"Box Elder, Pilot Mtn",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3131,"Box Elder, Sawtooth",Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3132,"Cache, North",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3133,"Nine Mile, Anthro",Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3134,Oquirrh-Stansbury,Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3135,Barney Top/Kaiparowits,Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3136,"Southwest Desert, North",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3137,"West Desert, Deep Creek",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3138,"Box Elder, Sawtooth",Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3139,"Cache, North",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3140,"Nine Mile, Anthro",Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3141,Oquirrh-Stansbury,Limited Entry Bull Elk,2022,HARVEST_ONLY_CODE,NO,1
EB3142,Barney Top/Kaiparowits,Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3143,"Southwest Desert, North",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3144,"West Desert, Deep Creek",Elk,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
EB3145,Boulder,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3146,"Southwest Desert, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3147,"Box Elder, Grouse Creek",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3148,Boulder,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3149,"Southwest Desert, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3150,"Box Elder, Grouse Creek",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3151,Boulder,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3152,"Southwest Desert, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3153,"Box Elder, Grouse Creek",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3154,Boulder,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3155,"Southwest Desert, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3156,Boulder,Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3157,"Southwest Desert, South",Elk,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
EB3158,"Beaver, East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3159,"Beaver, East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3160,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3161,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3162,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3163,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3164,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3165,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3166,"Book Cliffs, Bitter Creek/East",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3167,"Book Cliffs, Little Creek Roadless",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3168,"Cache, Meadowville",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3169,"Cache, Meadowville",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3170,"Cache, South",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3171,"Cache, South",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3172,Manti,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3173,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3174,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3175,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3176,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3177,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3178,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3179,Nebo/San Pitch Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3180,"Fillmore, Pahvant",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3181,"Fillmore, Pahvant",Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3182,La Sal Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3183,La Sal Mtns,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3184,Monroe,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3185,Monroe,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3186,Mt Dutton,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3187,Mt Dutton,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3188,Panguitch Lake,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3189,Panguitch Lake,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
EB3190,Boulder,Elk,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
