hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,source_file_2026,link_key
LO1539,617,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1539_RESIDENT
LO1540,629,Monroe,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1540_RESIDENT
LO1541,630,Mt Dutton,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1541_RESIDENT
LO1542,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1542_RESIDENT
LO1543,612,North Slope,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1543_RESIDENT
LO1544,609,Ogden,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1544_RESIDENT
LO1546,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1546_RESIDENT
LO1547,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1547_RESIDENT
LO1549,633,Fishlake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1549_RESIDENT
LO1551,618,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1551_RESIDENT
LO1552,614,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1552_RESIDENT
LO1553,613,Yellowstone,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1553_RESIDENT
LO1554,625,Southwest Desert,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1554_RESIDENT
LO1555,621,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1555_RESIDENT
LO1556,620,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1556_RESIDENT
LO1559,635,Zion,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1559_RESIDENT
LO1561,607,Box Elder,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1561_RESIDENT
LO1563,619,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1563_RESIDENT
LO1564,616,Nebo,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1564_RESIDENT
LO1566,804,Fillmore,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1566_RESIDENT
LO1568,611,Kamas,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1568_RESIDENT
LO1569,617,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1569_RESIDENT
LO1570,629,Monroe,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1570_RESIDENT
LO1571,630,Mt Dutton,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1571_RESIDENT
LO1572,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1572_RESIDENT
LO1573,612,North Slope,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1573_RESIDENT
LO1574,609,Ogden,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1574_RESIDENT
LO1576,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1576_RESIDENT
LO1577,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1577_RESIDENT
LO1579,633,Fishlake,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1579_RESIDENT
LO1581,618,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1581_RESIDENT
LO1582,614,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1582_RESIDENT
LO1583,613,Yellowstone,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1583_RESIDENT
LO1584,625,Southwest Desert,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1584_RESIDENT
LO1585,621,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1585_RESIDENT
LO1586,620,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1586_RESIDENT
LO1589,635,Zion,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1589_RESIDENT
LO1591,804,Fillmore,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1591_RESIDENT
LO1592,611,Kamas,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1592_RESIDENT
LO1593,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1593_RESIDENT
LO1594,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1594_RESIDENT
LO1595,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1595_RESIDENT
LO1596,633,Fishlake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1596_RESIDENT
LO1597,635,Zion,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1597_RESIDENT
LO1598,612,North Slope,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1598_RESIDENT
LO1599,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1599_RESIDENT
LO1600,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1600_RESIDENT
LO1601,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1601_RESIDENT
LO1602,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1602_RESIDENT
LO1603,276,East Canyon,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1603_RESIDENT
LO1604,276,East Canyon,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1604_RESIDENT
LO1605,276,East Canyon,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1605_RESIDENT
LO1606,276,East Canyon,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1606_RESIDENT
LO1607,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1607_RESIDENT
LO1608,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1608_RESIDENT
LO1609,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1609_RESIDENT
LO1610,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1610_RESIDENT
LO1611,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1611_RESIDENT
LO1612,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1612_RESIDENT
LO1613,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1613_RESIDENT
LO1614,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1614_RESIDENT
LO1615,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1615_RESIDENT
LO1616,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Restricted Rifle,Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1616_RESIDENT
LO1617,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1617_RESIDENT
LO1618,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1618_RESIDENT
LO1619,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1619_RESIDENT
LO1620,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1620_RESIDENT
LO1621,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1621_RESIDENT
LO1622,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1622_RESIDENT
LO1623,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1623_RESIDENT
LO1624,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1624_RESIDENT
LO1625,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1625_RESIDENT
LO1627,29,Cache,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1627_RESIDENT
LO1628,29,Cache,Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1628_RESIDENT
LO1629,455,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1629_RESIDENT
LO1630,455,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,LO1630_RESIDENT
LO1631,607,Box Elder,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,LO1631_RESIDENT
LP5025,628,Beaver - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5025_RESIDENT
LP5031,755,"Box Elder, West - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5031_RESIDENT
LP5033,81,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5033_RESIDENT
LP5046,194,"San Rafael, North - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5046_RESIDENT
LP5049,625,Southwest Desert - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5049_RESIDENT
LP5051,245,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,LP5051_RESIDENT
MA1005,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Public,Sep 20 2025 - Oct 19 2025,6,1,7,OK,cow moose.xlsx,MA1005_RESIDENT
MA1007,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Public,Aug 01 2025 - Sep 19 2025,3,0,3,OK,cow moose.xlsx,MA1007_RESIDENT
MA1008,937,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Any Legal Weapon,Public,Sep 20 2025 - Oct 19 2025,4,1,5,OK,cow moose.xlsx,MA1008_RESIDENT
MA1009,560,Causey Spring CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,1,0,1,OK,cow moose.xlsx,MA1009_RESIDENT
MA1010,568,Deseret CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2025 season dates,2,0,2,OK,cow moose.xlsx,MA1010_RESIDENT
MB1000,5133,Moose - Statewide Permit,Moose,Bull,Statewide,Any Legal Weapon,Public,"Sept 1 - Nov 15, 2026",,,,NO_QUOTA_PUBLISHED,bull moose.xlsx,MB1000_RESIDENT
MB6000,29,Cache,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,14,3,17,OK,bull moose.xlsx,MB6000_RESIDENT
MB6001,69,Chalk Creek,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,4,0,4,OK,bull moose.xlsx,MB6001_RESIDENT
MB6002,276,East Canyon,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,5,0,5,OK,bull moose.xlsx,MB6002_RESIDENT
MB6003,79,"East Canyon, Morgan-Summit",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,5,0,5,OK,bull moose.xlsx,MB6003_RESIDENT
MB6004,611,Kamas,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,6,0,6,OK,bull moose.xlsx,MB6004_RESIDENT
MB6005,117,Morgan-South Rich,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,6,0,6,OK,bull moose.xlsx,MB6005_RESIDENT
MB6006,138,"North Slope, Summit",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,20,3,23,OK,bull moose.xlsx,MB6006_RESIDENT
MB6007,289,"North Slope, Three Corners/West Daggett",Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,6,2,8,OK,bull moose.xlsx,MB6007_RESIDENT
MB6008,609,Ogden,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,7,0,7,OK,bull moose.xlsx,MB6008_RESIDENT
MB6009,452,Diamond Mtn/Vernal,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,2,0,2,OK,bull moose.xlsx,MB6009_RESIDENT
MB6010,613,Yellowstone,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,6,0,6,OK,bull moose.xlsx,MB6010_RESIDENT
MB6011,743,Wasatch Mtns/Central Mtns,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,19,3,22,OK,bull moose.xlsx,MB6011_RESIDENT
MB6012,607,Box Elder,Moose,Bull,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 12 2026 - Oct 31 2026,2,0,2,OK,bull moose.xlsx,MB6012_RESIDENT
MB6201,561,Beaver Hollow CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6201_RESIDENT
MB6202,560,Causey Spring CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6202_RESIDENT
MB6206,568,Deseret CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6206_RESIDENT
MB6208,520,East Fork Chalk Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,bull moose.xlsx,MB6208_RESIDENT
MB6211,525,Grass Valley/Clark Canyon CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,4,0,4,OK,bull moose.xlsx,MB6211_RESIDENT
MB6219,578,Skull Crack CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,2,0,2,OK,bull moose.xlsx,MB6219_RESIDENT
MB6222,562,Strawberry Ridge CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6222_RESIDENT
MB6251,577,Hardscrabble CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6251_RESIDENT
MB6256,571,Woodruff Creek South CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6256_RESIDENT
MB6258,580,Jacob's Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6258_RESIDENT
MB6262,589,Junction Valley CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6262_RESIDENT
MB6265,556,Little Pole Canyon CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,bull moose.xlsx,MB6265_RESIDENT
MB6266,524,Weber Florence Creek/Stillman Creek CWMU,Moose,Bull,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,3,0,3,OK,bull moose.xlsx,MB6266_RESIDENT
PB1000,5134,Pronghorn - Statewide Permit,Pronghorn,Buck,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1 - Nov 15, 2026",,,,NO_QUOTA_PUBLISHED,pronghorn buck.xlsx,PB1000_RESIDENT
