reported_hunt_year,model_target_year,source_file,source_page,source_family,species,permits_sold,hunters_afield,harvest_total,percent_permits_filled,bears_per_hunter,percent_female,depredation_other_mortality,total_harvest_mortality,pursuit_permits,raw_line,source_sha256,percent_success,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,parse_notes,section_title,hunt_name,hunt_code,permits_issued,harvest_male,harvest_female,harvest_unknown,percent_adult_male,mean_age,depredation_male,depredation_female,depredation_unknown,average_age,unit_context,permits_or_quota,percent_permits_or_quota_filled,depredation_mortality,permits,season,hunt_type,quota,percent_quota_filled,pursuit_permits_sold,sample_n,spring_pursuers,spring_bears_per_pursuit_day,spring_bears_per_pursuer,summer_fall_pursuers,summer_fall_bears_per_pursuit_day,summer_fall_bears_per_pursuer,pursuit_type,pursuers_afield,bears_per_pursuit_day,bears_per_pursuer,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,unit_code,table_year_start,table_year_end
2000,2001,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,14.0,48.0,,50.0,,26.0,,2000 29 7 7 14 48 50 — — 9 3 26,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,48.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,29.0,7.0,7.0,,,,9.0,3.0,,,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2001,2002,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,8.0,53.0,,38.0,,9.0,,2001 15 5 3 8 53 38 — 6.8 1 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,53.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,5.0,3.0,,,6.8,1.0,0.0,,6.8,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2002,2003,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,12.0,48.0,,42.0,,14.0,,2002 25 7 5 12 48 42 — 7.3 1 0 14*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,48.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,25.0,7.0,5.0,,,7.3,1.0,0.0,,7.3,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2003,2004,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,9.0,36.0,,56.0,,12.0,,2003 25 4 5 9 36 56 — 8.0 2 0 12*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,36.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,25.0,4.0,5.0,,,8.0,2.0,0.0,,8.0,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2004,2005,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,13.0,52.0,,23.0,,17.0,,2004 25 10 3 13 52 23 — 5.9 2 2 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,52.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,25.0,10.0,3.0,,,5.9,2.0,2.0,,5.9,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2005,2006,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,8.0,27.0,,38.0,,8.0,,2005 30 5 3 8 27 38 — 7.3 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,27.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,30.0,5.0,3.0,,,7.3,0.0,0.0,,7.3,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2006,2007,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,5.0,33.0,,0.0,,5.0,,2006 15 5 0 5 33 0 — 7.0 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,5.0,0.0,,,7.0,0.0,0.0,,7.0,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2007,2008,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,9.0,60.0,,11.0,,9.0,,2007 15 8 1 9 60 11 — 10.3 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,60.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,8.0,1.0,,,10.3,0.0,0.0,,10.3,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2008,2009,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,14.0,74.0,,14.0,,14.0,,2008 19 12 2 14 74 14 — 7.4 0 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,74.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,19.0,12.0,2.0,,,7.4,0.0,0.0,,7.4,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2009,2010,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,10.0,43.0,,0.0,,10.0,,2009 23 10 0 10 43 0 90 8.8 0 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,43.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,10.0,0.0,,90.0,8.8,0.0,0.0,,8.8,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2010,2011,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,13.0,57.0,,23.0,,17.0,,2010 23 10 3 13 57 23 54 8.0 2 2 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,57.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,10.0,3.0,,54.0,8.0,2.0,2.0,,8.0,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2011,2012,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,14.0,50.0,,7.0,,14.0,,2011 28 13 1 14 50 7 62 4.8 0 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,28.0,13.0,1.0,,62.0,4.8,0.0,0.0,,4.8,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2012,2013,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,15.0,42.0,,13.0,,16.0,,2012 36 13 2 15 42 13 53 7.7 0 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,42.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,36.0,13.0,2.0,,53.0,7.7,0.0,1.0,,7.7,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2013,2014,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,22.0,61.0,,18.0,,24.0,,2013 36 18 4 22 61 18 62 6.4 0 2 24,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,61.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,36.0,18.0,4.0,,62.0,6.4,0.0,2.0,,6.4,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,21.0,60.0,,19.0,,25.0,,2014 35 17 4 21 60 19 37 5.2 4 0 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,60.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,35.0,17.0,4.0,,37.0,5.2,4.0,0.0,,5.2,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,25.0,45.0,,44.0,,27.0,,2015 56 14 11 25 45 44 23 5.4 1 1 27,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,45.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,56.0,14.0,11.0,,23.0,5.4,1.0,1.0,,5.4,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,21.0,38.0,,19.0,,23.0,,2016 56 17 4 21 38 19 48 5.7 1 1 23,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,38.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,56.0,17.0,4.0,,48.0,5.7,1.0,1.0,,5.7,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,18.0,32.0,,39.0,,22.0,,2017 56 11 7 18 32 39 47 6.4 2 2 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,32.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,56.0,11.0,7.0,,47.0,6.4,2.0,2.0,,6.4,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,18.0,32.0,,33.0,,19.0,,2018 56 12 6 18 32 33 50 6.3 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,32.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,56.0,12.0,6.0,,50.0,6.3,1.0,0.0,,6.3,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,26.0,39.0,,29.0,,27.0,,2019 67 14 12 26 39 29 29 7.9 1 0 27,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,39.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,67.0,14.0,12.0,,29.0,7.9,1.0,0.0,,7.9,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,33.0,52.0,,30.0,,34.0,,2020 63 23 10 33 52 30 24 5.7 1 0 34,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,52.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,63.0,23.0,10.0,,24.0,5.7,1.0,0.0,,5.7,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,22.0,27.0,,32.0,,22.0,,2021 82 15 7 22 27 32 43 5.6 0 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,27.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,82.0,15.0,7.0,,43.0,5.6,0.0,0.0,,5.6,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,28.0,31.0,,25.0,,29.0,,2022 91 21 7 28 31 25 43 6.0 0 1 29,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,31.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,91.0,21.0,7.0,,43.0,6.0,0.0,1.0,,6.0,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,18.0,20.0,,28.0,,19.0,,2023 91 13 5 18 20 28 6 5.3 1 0 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,20.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,91.0,13.0,5.0,,6.0,5.3,1.0,0.0,,5.3,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,2,black_bear_unit_mortality_history,Black Bear,,,25.0,27.0,,4.0,,25.0,,2024 91 24 1 25 27 4 48 5.7 0 0 25,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,27.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,91.0,24.0,1.0,,48.0,5.7,0.0,0.0,,5.7,Book Cliffs,,,,,,,,,,,,,,,,,,,,,,,,,,,10ab,1990.0,2024.0
2010,2011,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,3.0,43.0,,0.0,,3.0,,2010 7 3 0 3 43 0 100 9.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,43.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,7.0,3.0,0.0,,100.0,9.7,0.0,0.0,,9.7,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2011,2012,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2011 9 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,9.0,0.0,0.0,,,,0.0,0.0,,,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2012,2013,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,3.0,30.0,,0.0,,3.0,,2012 10 3 0 3 30 0 100 10.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,30.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,3.0,0.0,,100.0,10.7,0.0,0.0,,10.7,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2013,2014,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,5.0,50.0,,20.0,,5.0,,2013 10 4 1 5 50 20 60 7.6 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,4.0,1.0,,60.0,7.6,0.0,0.0,,7.6,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,3.0,30.0,,0.0,,4.0,,2014 10 3 0 3 30 0 67 5.7 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,30.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,3.0,0.0,,67.0,5.7,1.0,0.0,,5.7,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,5.0,33.0,,20.0,,5.0,,2015 15 4 1 5 33 20 60 8.4 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,4.0,1.0,,60.0,8.4,0.0,0.0,,8.4,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,3.0,20.0,,0.0,,3.0,,2016 15 3 0 3 20 0 67 7.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,20.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,3.0,0.0,,67.0,7.7,0.0,0.0,,7.7,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,7.0,47.0,,29.0,,7.0,,2017 15 5 2 7 47 29 67 7.7 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,47.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,15.0,5.0,2.0,,67.0,7.7,0.0,0.0,,7.7,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,3.0,17.0,,33.0,,3.0,,2018 18 2 1 3 17 33 0 4.3 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,17.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,18.0,2.0,1.0,,0.0,4.3,0.0,0.0,,4.3,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,6.0,33.0,,17.0,,6.0,,2019 18 5 1 6 33 17 83 8.3 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,18.0,5.0,1.0,,83.0,8.3,0.0,0.0,,8.3,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,7.0,32.0,,57.0,,7.0,,2020 22 3 4 7 32 57 17 6.0 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,32.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,22.0,3.0,4.0,,17.0,6.0,0.0,0.0,,6.0,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,7.0,30.0,,57.0,,7.0,,2021 23 3 4 7 30 57 14 12.3 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,30.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,3.0,4.0,,14.0,12.3,0.0,0.0,,12.3,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,7.0,29.0,,43.0,,7.0,,2022 24 4 3 7 29 43 20 4.2 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,29.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,24.0,4.0,3.0,,20.0,4.2,0.0,0.0,,4.2,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,9.0,38.0,,56.0,,9.0,,2023 24 4 5 9 38 56 11 5.6 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,38.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,24.0,4.0,5.0,,11.0,5.6,0.0,0.0,,5.6,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,3,black_bear_unit_mortality_history,Black Bear,,,2.0,8.0,,0.0,,2.0,,2024 24 2 0 2 8 0 50 4.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,8.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,24.0,2.0,0.0,,50.0,4.5,0.0,0.0,,4.5,"Book Cliffs, Little Creek Roadless",,,,,,,,,,,,,,,,,,,,,,,,,,,10c,2010.0,2024.0
1990,1991,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1990 3 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,1.0,0.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1991,1992,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,100.0,,1.0,,1991 3 0 1 1 33 100 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,1.0,,,,0.0,0.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1992,1993,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,1.0,,1992 3 1 0 1 33 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,,,0.0,0.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1993,1994,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,2.0,50.0,,0.0,,4.0,,1993 4 2 0 2 50 0 — — 0 2 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,2.0,0.0,,,,0.0,2.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1994,1995,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,1.0,20.0,,100.0,,5.0,,1994 5 0 1 1 20 100 — — 2 2 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,20.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,5.0,0.0,1.0,,,,2.0,2.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1995,1996,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,5.0,83.0,,40.0,,6.0,,1995 6 3 2 5 83 40 — — 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,83.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,6.0,3.0,2.0,,,,1.0,0.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
1996,1997,24_black_bear_mortality_report.pdf,4,black_bear_unit_mortality_history,Black Bear,,,4.0,50.0,,50.0,,7.0,,1996 8 2 2 4 50 50 — — 3 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,2.0,2.0,,,,3.0,0.0,,,Boulder,,,,,,,,,,,,,,,,,,,,,,,,,,,25c,1990.0,2003.0
