reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
2001,2002,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,18.0,2.0,1.0,3.0,17.0,33.0,,5.0,7,2,12,2001 18 2 1 3 17 33 — 5.0 7 2 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,12.0,1.0,0.0,1.0,8.0,0.0,,3.0,2,2,5,2002 12 1 0 1 8 0 — 3.0 2 2 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,12.0,3.0,0.0,3.0,25.0,0.0,,7.3,1,1,6,2003 12 3 0 3 25 0 — 7.3 1 1 6*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,12.0,3.0,1.0,4.0,33.0,25.0,,3.0,5,3,12,2004 12 3 1 4 33 25 — 3.0 5 3 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,11.0,4.0,0.0,4.0,36.0,0.0,,2.8,1,1,6,2005 11 4 0 4 36 0 — 2.8 1 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,11.0,4.0,2.0,6.0,55.0,33.0,,4.0,3,1,10,2006 11 4 2 6 55 33 — 4.0 3 1 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,11.0,4.0,3.0,7.0,64.0,43.0,,4.3,1,1,11,2007 11 4 3 7 64 43 — 4.3 1 1 11**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,12.0,1.0,2.0,3.0,25.0,67.0,,5.3,1,0,4,2008 12 1 2 3 25 67 — 5.3 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,12.0,4.0,5.0,9.0,75.0,56.0,22.0,6.8,4,2,15,2009 12 4 5 9 75 56 22 6.8 4 2 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,13.0,7.0,3.0,10.0,77.0,30.0,30.0,4.1,1,3,16,2010 13 7 3 10 77 30 30 4.1 1 3 16**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,13.0,7.0,1.0,8.0,62.0,13.0,25.0,3.9,1,1,10,2011 13 7 1 8 62 13 25 3.9 1 1 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,16.0,9.0,3.0,12.0,75.0,25.0,42.0,6.3,2,2,16,2012 16 9 3 12 75 25 42 6.3 2 2 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,16.0,6.0,3.0,9.0,56.0,33.0,0.0,5.1,3,1,13,2013 16 6 3 9 56 33 0 5.1 3 1 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,16.0,10.0,2.0,12.0,75.0,17.0,20.0,3.6,2,4,19,2014 16 10 2 12 75 17 20 3.6 2 4 19*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,20.0,11.0,5.0,16.0,80.0,31.0,31.0,4.9,2,3,21,2015 20 11 5 16 80 31 31 4.9 2 3 21,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,24.0,18.0,1.0,19.0,79.0,5.0,47.0,4.7,8,4,31,2016 24 18 1 19 79 5 47 4.7 8 4 31,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,34.0,19.0,6.0,25.0,74.0,24.0,40.0,5.0,8,3,36,2017 34 19 6 25 74 24 40 5.0 8 3 36,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,41.0,17.0,11.0,28.0,66.0,39.0,7.0,4.2,2,5,35,2018 41 17 11 28 66 39 7 4.2 2 5 35,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,71.0,23.0,6.0,29.0,41.0,21.0,24.0,3.8,3,1,33,2019 71 23 6 29 41 21 24 3.8 3 1 33,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,75.0,30.0,13.0,43.0,57.0,30.0,17.0,3.8,4,3,50,2020 75 30 13 43 57 30 17 3.8 4 3 50,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,78.0,24.0,15.0,39.0,50.0,38.0,26.0,5.5,2,0,41,2021 78 24 15 39 50 38 26 5.5 2 0 41,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,70.0,22.0,15.0,37.0,53.0,41.0,20.0,4.9,2,1,40,2022 70 22 15 37 53 41 20 4.9 2 1 40,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,70.0,26.0,9.0,35.0,50.0,26.0,16.0,4.5,0,1,36,2023 70 26 9 35 50 26 16 4.5 0 1 36,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,15,black_bear_unit_mortality_history,Black Bear,"Manti, South/San Rafael, North",16c/12a,1990,2024,70.0,16.0,12.0,36.0,51.0,33.0,12.0,3.7,2,4,42,2024 70 16 12 36 51 33 12 3.7 2 4 42,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1990 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1991 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1992 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,1,0,1,1993 1 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1994 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1995 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1996 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1997 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1998 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,1999 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2000 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2001 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2002 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2003 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2004 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2005 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,,,,,,,,,0,0,0,2006 * — — — — — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2007 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2008 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,0.0,0.0,0.0,0.0,,,,0,1,1,2009 2 0 0 0 0 — — — 0 1 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2010 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,0.0,0.0,0.0,0.0,,,,0,0,0,2011 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,0.0,2.0,0,0,1,2012 1 1 0 1 100 0 0 2.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,0.0,3.0,0,0,1,2013 1 1 0 1 100 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,100.0,6.0,0,0,1,2014 1 1 0 1 100 0 100 6.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,0.0,3.0,0,0,1,2015 1 1 0 1 100 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,,,0,0,1,2016 1 1 0 1 100 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2017 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,,5.0,0,0,1,2018 1 1 0 1 100 0 — 5.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,0.0,4.0,0,0,1,2019 1 1 0 1 100 0 0 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,1.0,0.0,1.0,100.0,0.0,0.0,4.0,0,0,1,2020 1 1 0 1 100 0 0 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,1.0,0.0,0.0,0.0,0.0,,,,0,0,0,2021 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,9.0,1,0,2,2022 2 1 0 1 50 0 100 9.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,5.0,0,0,1,2023 2 1 0 1 50 0 100 5.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,16,black_bear_unit_mortality_history,Black Bear,Monroe,23,1990,2024,2.0,1.0,0.0,1.0,50.0,0.0,0.0,3.0,0,0,1,2024 2 1 0 1 50 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,7.0,1,0,2,2008 2 1 0 1 50 0 100 7.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,2.0,0.0,0.0,0.0,0.0,,,,1,0,1,2009 2 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,2.0,1.0,0.0,1.0,50.0,0.0,100.0,9.0,1,0,2,2010 2 1 0 1 50 0 100 9.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,3.0,1.0,0.0,1.0,33.0,0.0,100.0,5.0,0,0,1,2011 3 1 0 1 33 0 100 5.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,2012 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,2013 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,3.0,2.0,0.0,2.0,67.0,0.0,50.0,4.5,1,0,3,2014 3 2 0 2 67 0 50 4.5 1 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,5.0,1.0,0.0,1.0,20.0,0.0,0.0,3.0,0,0,1,2015 5 1 0 1 20 0 0 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,5.0,0.0,2.0,2.0,40.0,100.0,0.0,4.0,0,0,2,2016 5 0 2 2 40 100 0 4.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,6.0,3.0,1.0,4.0,67.0,25.0,25.0,4.8,1,1,6,2017 6 3 1 4 67 25 25 4.8 1 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,6.0,3.0,0.0,3.0,50.0,0.0,33.0,3.3,0,0,3,2018 6 3 0 3 50 0 33 3.3 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,8.0,1.0,2.0,3.0,38.0,67.0,0.0,3.5,0,0,4,2019 8 1 2 3 38 67 0 3.5 0 0 4*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,8.0,3.0,1.0,4.0,50.0,25.0,50.0,6.0,0,0,4,2020 8 3 1 4 50 25 50 6.0 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,8.0,1.0,2.0,3.0,38.0,67.0,0.0,4.7,0,0,3,2021 8 1 2 3 38 67 0 4.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,10.0,3.0,0.0,3.0,30.0,0.0,50.0,4.7,1,0,4,2022 10 3 0 3 30 0 50 4.7 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,10.0,2.0,2.0,4.0,40.0,50.0,33.0,9.3,0,0,4,2023 10 2 2 4 40 50 33 9.3 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,17,black_bear_unit_mortality_history,Black Bear,Mt Dutton,24,2008,2024,10.0,3.0,0.0,3.0,30.0,0.0,50.0,3.0,0,0,3,2024 10 3 0 3 30 0 50 3.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,2,0,2,1990 3 0 0 0 0 — — — 2 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1991 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,3.0,0.0,0.0,0.0,0.0,,,,0,0,0,1992 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,0,0,0,1993 6 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,1,0,1,1994 6 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,3,0,3,1995 6 0 0 0 0 — — — 3 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
