source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_year_instances_2025_2027,permit_count_2025,permit_count_2026,permit_count_2027,interpretation
304,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
305,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
306,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
307,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
308,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
309,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
310,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
311,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northeastern Area,Multiseason,1038.54,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
312,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
313,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
314,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
315,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
316,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
317,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
318,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
319,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Northern Area,Multiseason,519.79,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
320,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
321,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
322,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
323,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
324,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
325,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
326,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
327,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southeastern Area,Multiseason,1037.5,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
328,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
329,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
330,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
331,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
332,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
333,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
334,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
335,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Southern Area,Multiseason,597.92,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
336,conservation,2025-2027,2026,Turkey,Turkey,Turkey,Statewide,,2450.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027"
