hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,,permits_year_res,permits_year_nr,permits_year_total,permits_2026_source,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
LO1546,634,Panguitch Lake,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1576,634,Panguitch Lake,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1594,634,Panguitch Lake,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
DB1043,635,Zion,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,15,2,17,,,,,3,,,,,,,
DB1529,635,Zion,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,675,,,,,3,,,,,,,
DB1559,635,Zion,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1350,,,,,3,,,,,,,
DB1589,635,Zion,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,675,,,,,14,,,,,,,
DB1597,635,Zion,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,675,,,,,16,,,,,,,
DB1798,635,Zion,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,256,,,,,16,,,,,,,
DS6611,635,Zion,Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,3,0,3,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1117,635,Zion,Antlerless,Elk,Any Legal Weapon,General Season,Nov 11 2026 - Jan 10 2027,198,22,220,,,,,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,198,22,220,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2020,635,Zion,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,320,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,320,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
LO1529,635,Zion,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1559,635,Zion,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,3,,,,,,,
LO1589,635,Zion,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1597,635,Zion,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,,,14,,,,,,,
DB1034,636,Pine Valley,Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,13,2,15,,,,,16,,,,,,,
DB1517,636,Pine Valley,Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,600,,,,,14,,,,,,,
DB1547,636,Pine Valley,Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1200,,,,,16,,,,,,,
DB1577,636,Pine Valley,Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,600,,,,,14,,,,,,,
DB1595,636,Pine Valley,Buck,Deer,Any Legal Weapon (Early),General Season,Oct 07 2026 - Oct 11 2026,,,600,,,,,16,,,,,,,
DB1786,636,Pine Valley,Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | Early ALW: Oct 07 2026 - Oct 11 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,228,,,,,14,,,,,,,
EA1254,636,Pine Valley,Antlerless,Elk,Any Legal Weapon,General Season,Nov 11 2026 - Jan 11 2027,27,3,30,,,,,21,2026_RAC_CURRENT_YEAR_ALLOTMENT,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
LO1517,636,Pine Valley,Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1547,636,Pine Valley,Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,,,,,16,,,,,,,
LO1577,636,Pine Valley,Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,3,,,,,,,
LO1595,636,Pine Valley,Buck,Deer,Any Legal Weapon (Early),General Season - Private Land Only,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,,,,,14,,,,,,,
PB5013,636,Pine Valley,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,7,1,8,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5042,636,Pine Valley,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5062,636,Pine Valley,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,8,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1224,640,Cotton Thomas CWMU,Buck,Deer,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,,,,,14,,,,,,,
EB3511,640,Cotton Thomas CWMU,Bull,Elk,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,,,,,16,,,,,,,
BI6532,667,"Book Cliffs, Bitter Creek",Hunters Choice,Bison,Archery,Once-in-a-lifetime,Aug 15 2026 - Sept 11 2026,5,0,5,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT
BI6534,667,"Book Cliffs, Bitter Creek",Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Sept 20 2026,10,0,10,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,0,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT
BI6535,667,"Book Cliffs, Bitter Creek",Hunters Choice,Bison,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 15 2026,8,0,8,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT
BI6536,667,"Book Cliffs, Bitter Creek",Female Only,Bison,Any Legal Weapon,Once-in-a-lifetime,Nov 14 2026 - Nov 29 2026,15,0,15,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,0,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bison_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5001,667,"Book Cliffs, Bitter Creek",Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,13,1,14,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5026,667,"Book Cliffs, Bitter Creek",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,56,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,50,6,56,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
RS6720,668,"Fillmore, Oak Creek",Either Sex,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 03 2026 - Oct 23 2026,4,0,4,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_rocky_mountain_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
RS6726,668,"Fillmore, Oak Creek",Either Sex,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Oct 24 2026 - Nov 13 2026,3,1,4,,,,,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,1,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_rocky_mountain_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
RS6727,668,"Fillmore, Oak Creek",Either Sex,Rocky Mountain Bighorn Sheep,Archery,Once-in-a-lifetime,Nov 14 2026 - Dec 06 2026,2,0,2,,,,,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_rocky_mountain_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1111,672,"Beaver, West",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,4,1,5,,,,,14,,,,,,,
DB1614,672,"Beaver, West",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,130,,,,,16,,,,,,,
DB1615,672,"Beaver, West",Buck,Deer,Restricted Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,130,,,,,14,,,,,,,
DB1616,672,"Beaver, West",Buck,Deer,Restricted Rifle,General Season,Oct 17 2026 - Oct 25 2026,,,390,,,,,16,,,,,,,
DB1803,672,"Beaver, West",Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,44,,,,,14,,,,,,,
LO1614,672,"Beaver, West",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,28,,,,,,,
LO1615,672,"Beaver, West",Buck,Deer,Restricted Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,28,,,,,,,
LO1616,672,"Beaver, West",Buck,Deer,Restricted Rifle,General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,21,,,,,,,
EA1203,682,"Box Elder, Pilot Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Aug 01 2026 - Aug 15 2026,4,1,5,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1204,682,"Box Elder, Pilot Mtn",Antlerless,Elk,Any Legal Weapon,General Season,Oct 10 2026 - Oct 31 2026,4,1,5,,,,,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3031,682,"Box Elder, Pilot Mtn",Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 12 2026 - Oct 02 2026,6,1,7,,,7,2,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3130,682,"Box Elder, Pilot Mtn",Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 06 2026,2,0,2,,,9,0,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3031,682,Box Elder Pilot Mtn,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Oct 03 2025 - Private Land Only,,,3,,,21,3,24,,,,,,,
EL3130,682,Box Elder Pilot Mtn,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 07 2025 - Private Land Only,,,7,,,1,0,1,,,,,,,
BR1009,684,La Sal,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,,,5,0,5,,,,,,,
BR1012,684,La Sal,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,,,3,0,3,,,,,,,
BR1017,684,La Sal,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,,,2,0,2,,,,,,,
BR7307,684,La Sal,Either Sex,Black Bear,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,,9,2,11,,,,,,,
DB1110,685,"Beaver, East",Buck,Deer,Muzzleloader,Limited Entry,Oct 28 2026 - Nov 05 2026,10,1,11,,,1,0,1,,,,,,,
DB1611,685,"Beaver, East",Buck,Deer,Archery,General Season,Aug 15 2026 - Sept 11 2026,,,440,,,5,0,5,,,,,,,
DB1612,685,"Beaver, East",Buck,Deer,Muzzleloader,General Season,Sept 23 2026 - Oct 01 2026,,,440,,,2,0,2,,,,,,,
DB1613,685,"Beaver, East",Buck,Deer,Any Legal Weapon (Late),General Season,Oct 17 2026 - Oct 25 2026,,,1320,,,10,2,12,,,,,,,
DB1802,685,"Beaver, East",Buck,Deer,Dedicated Hunter,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Muzz: Sept 23 2026 - Oct 01 2026 | ALW: Oct 17 2026 - Oct 25 2026,,,61,,,3,0,3,,,,,,,
EA1222,685,"Beaver, East",Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 11 2026,36,4,40,,,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1223,685,"Beaver, East",Antlerless,Elk,Any Legal Weapon,General Season,Dec 12 2026 - Dec 26 2026,36,4,40,,,8,2,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA2021,685,"Beaver, East",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,30,,,12,0,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY
EB3000,685,"Beaver, East",Bull,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,3,25,,,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,3,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3024,685,"Beaver, East",Bull,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,9,1,10,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3025,685,"Beaver, East",Bull,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,15,2,17,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3077,685,"Beaver, East",Bull,Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,13,2,15,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3102,685,"Beaver, East",Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,0,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3158,685,"Beaver, East",Bull,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_late_archery_permits.csv,RAC_CURRENT_YEAR_SPLIT
EB3159,685,"Beaver, East",Bull,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,27,3,30,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EL3000,685,Beaver East,Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,16,,,,,,,,,,,,
EL3024,685,Beaver East,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,21,,,,,,,,,,,,
EL3025,685,Beaver East,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,16,,,,,,,,,,,,
EL3077,685,Beaver East,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,3,,,,,16,,,,,,,
EL3158,685,Beaver East,Bull,Elk,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,14,,,,,,,,,,,,
EL3159,685,Beaver East,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,16,,,,,,,,,,,,
LO1611,685,"Beaver, East",Buck,Deer,Archery,General Season - Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,
LO1612,685,"Beaver, East",Buck,Deer,Muzzleloader,General Season - Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,16,,,,,,,
LO1613,685,"Beaver, East",Buck,Deer,Any Legal Weapon (Late),General Season - Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,
DS6604,688,"La Sal, Potash/South Cisco",Either Sex,Desert Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Nov 10 2026,8,0,8,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_desert_bighorn_sheep_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5009,688,"La Sal, Potash/South Cisco",Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,6,0,6,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,0,6,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5035,688,"La Sal, Potash/South Cisco",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,22,2,24,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1075,695,Boulder East,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1076,697,Boulder West,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 31 2026,45,5,50,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1079,698,Fishlake/Thousand Lakes East,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,58,7,65,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,58,7,65,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1080,699,Fishlake/Thousand Lakes West,Antlerless,Elk,Any Legal Weapon,General Season,Nov 21 2026 - Dec 30 2026,54,6,60,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,54,6,60,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5076,703,Parker Mtn,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,135,15,150,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,135,15,150,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5077,703,Parker Mtn,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,45,5,50,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5078,703,Parker Mtn,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,45,5,50,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PD1054,703,Parker Mtn,Doe,Pronghorn,Archery,General Season,Aug 29 2026 - Sept 11 2026,27,3,30,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_doe_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PD1055,703,Parker Mtn,Doe,Pronghorn,Muzzleloader,General Season,Oct 29 2026 - Nov 08 2026,31,4,35,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_doe_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PD1056,703,Parker Mtn,Doe,Pronghorn,Any Legal Weapon,General Season,Dec 12 2026 - Dec 20 2026,36,4,40,,,,,,2026_RAC_CURRENT_YEAR_ALLOTMENT,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_doe_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
BR1010,710,San Juan,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Summer,"July 5 - 16, 2026",14,1,15,,,,,,,,,,,,
BR1013,710,San Juan,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Late Summer,"July 18 - July 31, 2026",14,1,15,,,,,,,,,,,,
BR1016,710,San Juan,Either Sex,Black Bear,Pursuit Only,Restricted Pursuit - Spring,"March 28 - May 25, 2026",0,2,2,,,,,,,,,,,,
