hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
EB3199,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3022,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3072,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3073,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3100,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3127,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EL3199,Wasatch Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2038, EB3022, EB3072, EB3073, EB3100, EB3124, EB3127, EB3199, EL3022, EL3072, EL3073, EL3100, EL3127, EL3199"
EA1106,"Wasatch Mtns, Avintaquin",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1106, EA1217"
EA1217,"Wasatch Mtns, Avintaquin",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1106, EA1217"
EA1111,"Wasatch Mtns, Wallsburg",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1111, EA1112"
EA1112,"Wasatch Mtns, Wallsburg",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1111, EA1112"
EB3137,"West Desert, Deep Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3137, EB3144"
EB3144,"West Desert, Deep Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EB3137, EB3144"
EL3137,West Desert Deep Creek,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3137, EL3144"
EL3144,West Desert Deep Creek,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3137, EL3144"
PB5019,"West Desert, Riverbed",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5019, PB5050"
PB5050,"West Desert, Riverbed",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5019, PB5050"
PB5020,"West Desert, Rush Valley",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5020, PB5051"
PB5051,"West Desert, Rush Valley",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5020, PB5051"
PB5021,"West Desert, Snake Valley",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5021, PB5052"
PB5052,"West Desert, Snake Valley",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5021, PB5052"
DB1016,"West Desert, Vernon",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1016, DB1024, DB1042, DB1048"
DB1024,"West Desert, Vernon",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1016, DB1024, DB1042, DB1048"
DB1042,"West Desert, Vernon",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1016, DB1024, DB1042, DB1048"
DB1048,"West Desert, Vernon",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1016, DB1024, DB1042, DB1048"
BR7018,Kamas/North Slope Summit,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7018, BR7123, BR7229, BR7321"
BR7123,Kamas/North Slope Summit,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7018, BR7123, BR7229, BR7321"
BR7229,Kamas/North Slope Summit,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7018, BR7123, BR7229, BR7321"
BR7321,Kamas/North Slope Summit,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7018, BR7123, BR7229, BR7321"
DB1101,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1603,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1604,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1605,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1606,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1800,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
LO1603,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
LO1604,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
LO1605,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
LO1606,East Canyon,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1101, DB1603, DB1604, DB1605, DB1606, DB1800, LO1603, LO1604, LO1605, LO1606"
DB1105,HAMSS,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1105, DB1090, DB1091, DB1116"
DB1090,HAMSS,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1105, DB1090, DB1091, DB1116"
DB1091,HAMSS,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1105, DB1090, DB1091, DB1116"
DB1116,HAMSS,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1105, DB1090, DB1091, DB1116"
EA1236,East Canyon,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1236, EA2003, EB3205, EL3205"
EA2003,East Canyon,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1236, EA2003, EB3205, EL3205"
EB3205,East Canyon,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1236, EA2003, EB3205, EL3205"
EL3205,East Canyon,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1236, EA2003, EB3205, EL3205"
EA1239,"Nine Mile, Range Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1239, EA1240, EA2029"
EA1240,"Nine Mile, Range Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1239, EA1240, EA2029"
EA2029,"Nine Mile, Range Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1239, EA1240, EA2029"
PB5038,"Nine Mile, Range Creek",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5038, PB5053"
PB5053,"Nine Mile, Range Creek",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5038, PB5053"
BR7111,North Slope Three Corners/West Daggett,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7111, BR7212, BR7308"
BR7212,North Slope Three Corners/West Daggett,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7111, BR7212, BR7308"
BR7308,North Slope Three Corners/West Daggett,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7111, BR7212, BR7308"
PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5012, PB5040, PB5066"
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5012, PB5040, PB5066"
PB5066,"North Slope, Three Corners/West Daggett",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5012, PB5040, PB5066"
DS6605,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS6605, DS6621"
DS6621,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,,,,,,,same_name_different_code,"Same name/species maps to codes: DS6605, DS6621"
EA1049,"Mt Dutton, Deep Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1049, EA1281"
EA1281,"Mt Dutton, Deep Creek",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1049, EA1281"
PB5045,"San Rafael, Desert",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5045, PB5055"
PB5055,"San Rafael, Desert",Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5045, PB5055"
BR7015,Diamond Mtn/Vernal/Bonanza,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7015, BR7117, BR7218, BR7313"
BR7117,Diamond Mtn/Vernal/Bonanza,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7015, BR7117, BR7218, BR7313"
BR7218,Diamond Mtn/Vernal/Bonanza,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7015, BR7117, BR7218, BR7313"
BR7313,Diamond Mtn/Vernal/Bonanza,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7015, BR7117, BR7218, BR7313"
BR7120,Wasatch Mtns West-Central,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7120, BR7221, BR7316, BR7016"
BR7221,Wasatch Mtns West-Central,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7120, BR7221, BR7316, BR7016"
BR7316,Wasatch Mtns West-Central,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7120, BR7221, BR7316, BR7016"
BR7016,Wasatch Mtns West-Central,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7120, BR7221, BR7316, BR7016"
EA1189,"Wasatch Mtns, West-Central",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1189, EA2012"
EA2012,"Wasatch Mtns, West-Central",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1189, EA2012"
BR7001,Book Cliffs Bitter Creek/South,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7001, BR7101, BR7201, BR7300"
BR7101,Book Cliffs Bitter Creek/South,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7001, BR7101, BR7201, BR7300"
BR7201,Book Cliffs Bitter Creek/South,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7001, BR7101, BR7201, BR7300"
BR7300,Book Cliffs Bitter Creek/South,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7001, BR7101, BR7201, BR7300"
EA1224,"Book Cliffs, Bitter Creek/South",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1224, EA1225"
EA1225,"Book Cliffs, Bitter Creek/South",Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1224, EA1225"
PB5331,Mt Dutton/Paunsaugunt,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5331, PB5332"
PB5332,Mt Dutton/Paunsaugunt,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5331, PB5332"
BR7012,Boulder/Kaiparowits,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7012, BR7114, BR7215, BR7310"
BR7114,Boulder/Kaiparowits,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7012, BR7114, BR7215, BR7310"
BR7215,Boulder/Kaiparowits,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7012, BR7114, BR7215, BR7310"
BR7310,Boulder/Kaiparowits,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7012, BR7114, BR7215, BR7310"
DB1084,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
DB1518,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
DB1629,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
DB1630,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
DB1787,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
LO1518,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
LO1629,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
LO1630,Boulder/Kaiparowits,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1084, DB1518, DB1629, DB1630, DB1787, LO1518, LO1629, LO1630"
PB5016,Diamond Mtn/Bonanza,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5016, PB5047, PB5060"
PB5047,Diamond Mtn/Bonanza,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5016, PB5047, PB5060"
PB5060,Diamond Mtn/Bonanza,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5016, PB5047, PB5060"
BR7010,Panguitch Lake/Zion,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7010, BR7112, BR7213, BR7309"
BR7112,Panguitch Lake/Zion,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7010, BR7112, BR7213, BR7309"
BR7213,Panguitch Lake/Zion,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7010, BR7112, BR7213, BR7309"
BR7309,Panguitch Lake/Zion,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7010, BR7112, BR7213, BR7309"
BR7119,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7119, BR7220, BR7315"
BR7220,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7119, BR7220, BR7315"
BR7315,Wasatch Mtns Avintaquin/Currant Creek,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7119, BR7220, BR7315"
EA1147,Little Red Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1147, EB3534"
EB3534,Little Red Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1147, EB3534"
EA1151,Moon Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1151, EB3538"
EB3538,Moon Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1151, EB3538"
EA1235,Sharp Mountain CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1235, EB3610"
EB3610,Sharp Mountain CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1235, EB3610"
EA1167,South Canyon CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1167, EB3554"
EB3554,South Canyon CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1167, EB3554"
EA1125,Coldwater Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1125, EB3509"
EB3509,Coldwater Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1125, EB3509"
DA1050,The Rose of Snowville CWMU,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DA1050, DB1347"
DB1347,The Rose of Snowville CWMU,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DA1050, DB1347"
PB5311,The Rose of Snowville CWMU,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5311, PD1048, PD1045"
PD1048,The Rose of Snowville CWMU,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5311, PD1048, PD1045"
PD1045,The Rose of Snowville CWMU,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5311, PD1048, PD1045"
EA1130,Double Cone CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1130, EB3515"
EB3515,Double Cone CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1130, EB3515"
EA1158,Cactus Ranch LLC CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1158, EB3545"
EB3545,Cactus Ranch LLC CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1158, EB3545"
EA1132,East Fork Chalk Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1132, EB3517"
EB3517,East Fork Chalk Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1132, EB3517"
EA1174,Two Bear CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1174, EB3561"
EB3561,Two Bear CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1174, EB3561"
EA1134,Ensign Ranches CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1134, EB3519"
EB3519,Ensign Ranches CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1134, EB3519"
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1263, EB3619"
EB3619,Weber Florence Creek/Stillman Creek CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1263, EB3619"
EA1136,Grass Valley/Clark Canyon CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1136, EB3521"
EB3521,Grass Valley/Clark Canyon CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1136, EB3521"
EA1118,Alton CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1118, EB3500"
EB3500,Alton CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1118, EB3500"
EA1119,Bar J Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1119, EB3501"
EB3501,Bar J Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1119, EB3501"
EA1121,Boobe Hole CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1121, EB3505"
EB3505,Boobe Hole CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1121, EB3505"
EA1137,Grazing Pasture CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1137, EB3522"
EB3522,Grazing Pasture CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1137, EB3522"
EA1145,Johnson Mountain Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1145, EB3531"
EB3531,Johnson Mountain Ranch CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1145, EB3531"
DA1013,Mt Carmel CWMU,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DA1013, DB1266"
DB1266,Mt Carmel CWMU,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DA1013, DB1266"
EA1153,Old Woman Plateau CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1153, EB3540"
EB3540,Old Woman Plateau CWMU,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1153, EB3540"
